Location Code,Location Name,postcode,Address,Mapped: outcode,Mapped: longitude,Mapped: latitude,Mapped: parliamentary_constituency,Mapped: parliamentary_constituency_2025,Mapped: codes.parliamentary_constituency,Mapped: codes.parliamentary_constituency_2025,Mapped: admin_district,Mapped: codes.admin_district,Mapped: admin_ward,Mapped: codes.admin_ward,Mapped: parish,Mapped: codes.parish,Mapped: admin_county,Mapped: codes.admin_county,Mapped: nhs_ha,Mapped: primary_care_trust,Mapped: region,Mapped: country,Mapped: lsoa,Mapped: codes.lsoa,Mapped: msoa,Mapped: codes.msoa,Mapped: ccg,Mapped: codes.ccg
G110H,Acorn Street Day Hospital, G40 4AN,"21-23 Acorn Street, Glasgow, G40 4AN",G40,-4.225485,55.847354,Glasgow Central,Glasgow East,S14000029,S14000084,Glasgow City,S12000049,Calton,S13002975,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Bridgeton - 02,S01010043,Bridgeton,S02001892,Glasgow City Community Health & Care Partnership,S03000043
G112H,Parkview Resource Centre, G32 7AX,"152 Wellshot Road, Glasgow, G32 7AX",G32,-4.17522,55.848648,Glasgow East,Glasgow East,S14000030,S14000084,Glasgow City,S12000049,Shettleston,S13002985,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Tollcross - 03,S01010144,Tollcross,S02001911,Glasgow City Community Health & Care Partnership,S03000043
G113H,Auchinlea Resource Centre, G34 9HQ,"Auchinlea House, Auchinlea Road, Glasgow, G34 9HQ",G34,-4.125974,55.868922,Glasgow East,Glasgow North East,S14000030,S14000086,Glasgow City,S12000049,North East,S13003133,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,"Garthamlock, Auchinlea and Gartloch - 02",S01010114,"Garthamlock, Auchinlea and Gartloch",S02001906,Glasgow City Community Health & Care Partnership,S03000043
G207H,Stobhill Hospital, G21 3UW,"133 Balornock Road, Glasgow, G21 3UW",G21,-4.219856,55.892896,Glasgow North East,Glasgow North East,S14000032,S14000086,Glasgow City,S12000049,Springburn/Robroyston,S13002983,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Springburn - 01,S01010209,Springburn,S02001922,Glasgow City Community Health & Care Partnership,S03000043
G212H,Shawpark Resource Centre, G20 9DR,"41 Shawpark Street, Glasgow, G20 9DR",,,,,,,,,,,,,,,,,,,,,,,,,
G214H,Springpark Resource Centre/Day Hosp, G22 5EU,"101 Denmark Street, Glasgow, G22 5EU",G22,-4.252244,55.883485,Glasgow North East,Glasgow North,S14000032,S14000085,Glasgow City,S12000049,Canal,S13002982,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Cowlairs and Port Dundas - 06,S01010224,Cowlairs and Port Dundas,S02001924,Glasgow City Community Health & Care Partnership,S03000043
G302H,Leverndale Hospital, G53 7TU,"510 Crookston Road, Glasgow, G53 7TU",G53,-4.366487,55.835338,Glasgow South West,Glasgow South West,S14000035,S14000088,Glasgow City,S12000049,Greater Pollok,S13002969,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Pollok North and East - 06,S01009804,Pollok North and East,S02001849,Glasgow City Community Health & Care Partnership,S03000043
G303H,Mearnskirk House, G77 5RZ,"Newton Mearns, Glasgow, G77 5RZ",,,,,,,,,,,,,,,,,,,,,,,,,
G306H,New Victoria Hospital, G42 9LF,"55 Grange Road, Glasgow, G42 9LF",G42,-4.265306,55.828607,Glasgow South,Glasgow South,S14000034,S14000087,Glasgow City,S12000049,Langside,S13002973,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Battlefield - 06,S01009904,Battlefield,S02001867,Glasgow City Community Health & Care Partnership,S03000043
G405H,Queen Elizabeth University Hospital, G51 4TF,"1345 Govan Road, Glasgow, G51 4TF",G51,-4.338118,55.862646,Glasgow South West,Glasgow South West,S14000035,S14000088,Glasgow City,S12000049,Govan,S13002971,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Drumoyne and Shieldhall - 01,S01009833,Drumoyne and Shieldhall,S02001855,Glasgow City Community Health & Care Partnership,S03000043
G408H,Florence Street Mental Health Resource Centre, G5 0YX,"26 Florence Street, Glasgow, G5 0YX",G5,-4.247816,55.851149,Glasgow Central,Glasgow East,S14000029,S14000084,Glasgow City,S12000049,Southside Central,S13002974,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Gorbals and Hutchesontown - 03,S01010025,Gorbals and Hutchesontown,S02001889,Glasgow City Community Health & Care Partnership,S03000043
G410H,Shawmill Resource Centre, G43 1RR,"35 Well Green, Glasgow, G43 1RR",G43,-4.296447,55.82651,Glasgow South,Glasgow South,S14000034,S14000087,Glasgow City,S12000049,Newlands/Auldburn,S13002968,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Pollokshaws - 03,S01009935,Pollokshaws,S02001873,Glasgow City Community Health & Care Partnership,S03000043
G504H,Gartnavel General Hospital (Admin Purposes), G12 0YN,"1053 Great Western Road, Glasgow, G12 0YN",G12,-4.312732,55.883222,Glasgow North West,Glasgow West,S14000033,S14000089,Glasgow City,S12000049,Partick East/Kelvindale,S13002989,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Kelvinside and Jordanhill - 05,S01010412,Kelvinside and Jordanhill,S02001958,Glasgow City Community Health & Care Partnership,S03000043
G505H,Gartnavel Royal Hospital, G12 0XH,"1055 Great Western Road, Glasgow, G12 0XH",G12,-4.319229,55.883576,Glasgow North West,Glasgow West,S14000033,S14000089,Glasgow City,S12000049,Partick East/Kelvindale,S13002989,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Kelvinside and Jordanhill - 05,S01010412,Kelvinside and Jordanhill,S02001958,Glasgow City Community Health & Care Partnership,S03000043
G507H,Centre for Integrative Care, G12 0YN,"1053 Great Western Road, Glasgow, G12 0YN",G12,-4.312732,55.883222,Glasgow North West,Glasgow West,S14000033,S14000089,Glasgow City,S12000049,Partick East/Kelvindale,S13002989,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Kelvinside and Jordanhill - 05,S01010412,Kelvinside and Jordanhill,S02001958,Glasgow City Community Health & Care Partnership,S03000043
G513H,Royal Hospital for Children, G51 4TF,"1345 Govan Road, Glasgow, G51 4TF",G51,-4.338118,55.862646,Glasgow South West,Glasgow South West,S14000035,S14000088,Glasgow City,S12000049,Govan,S13002971,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Drumoyne and Shieldhall - 01,S01009833,Drumoyne and Shieldhall,S02001855,Glasgow City Community Health & Care Partnership,S03000043
G516H,West Glasgow, G12 0YN,"1053 Great Western Road, Glasgow, G12 0YN",G12,-4.312732,55.883222,Glasgow North West,Glasgow West,S14000033,S14000089,Glasgow City,S12000049,Partick East/Kelvindale,S13002989,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Kelvinside and Jordanhill - 05,S01010412,Kelvinside and Jordanhill,S02001958,Glasgow City Community Health & Care Partnership,S03000043
G517H,Beatson West of Scotland Cancer Centre, G12 0YN,"1053 Great Western Road, Glasgow, G12 0YN",G12,-4.312732,55.883222,Glasgow North West,Glasgow West,S14000033,S14000089,Glasgow City,S12000049,Partick East/Kelvindale,S13002989,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Kelvinside and Jordanhill - 05,S01010412,Kelvinside and Jordanhill,S02001958,Glasgow City Community Health & Care Partnership,S03000043
G598H,Arran Resource Centre, G40 2BJ,"121 Orr Street, Bridgeton, Glasgow, G40 2BJ",G40,-4.226797,55.852408,Glasgow Central,Glasgow East,S14000029,S14000084,Glasgow City,S12000049,Calton,S13002975,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Parkhead West and Barrowfield - 07,S01010055,Parkhead West and Barrowfield,S02001894,Glasgow City Community Health & Care Partnership,S03000043
G599H,Riverside Resource Centre, G11 6HU,"547 Dumbarton Road, Glasgow, G11 6HU",G11,-4.316102,55.870531,Glasgow North West,Glasgow West,S14000033,S14000089,Glasgow City,S12000049,Victoria Park,S13002978,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Glasgow Harbour and Partick South - 01,S01010388,Glasgow Harbour and Partick South,S02001954,Glasgow City Community Health & Care Partnership,S03000043
G600H,Festival Business Park, G51 1DH,"150 Brand Street, Glasgow, G51 1DH",G51,-4.296179,55.853625,Glasgow Central,Glasgow South West,S14000029,S14000088,Glasgow City,S12000049,Govan,S13002971,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Ibrox East and Cessnock - 01,S01009862,Ibrox East and Cessnock,S02001860,Glasgow City Community Health & Care Partnership,S03000043
G603H,Arndale Resource Centre, G15 7TS,"80/90 Kinfauns Drive, Glasgow, G15 7TS",G15,-4.371037,55.909744,Glasgow North West,Glasgow West,S14000033,S14000089,Glasgow City,S12000049,Drumchapel/Anniesland,S13002980,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Drumry East - 04,S01010499,Drumry East,S02001976,Glasgow City Community Health & Care Partnership,S03000043
G605H,Bridgeview Resource Centre, G20 9PX,"The Quadrangle, 49 Ruchill Street, Glasgow, G20 9PX",G20,-4.282119,55.887173,Glasgow North,Glasgow North,S14000031,S14000085,Glasgow City,S12000049,Canal,S13002982,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Ruchill - 05,S01010319,Ruchill,S02001941,Glasgow City Community Health & Care Partnership,S03000043
G607H,Woodlands Resource Centre, G66 2HL,"15-17 Waterloo Close, Kirkintilloch, G66 2HL",G66,-4.149178,55.94056,"Cumbernauld, Kilsyth and Kirkintilloch East",Cumbernauld and Kirkintilloch,S14000012,S14000072,East Dunbartonshire,S12000045,Kirkintilloch East and North and Twechar,S13002907,,S99999999,,S99999999,Greater Glasgow and Clyde,East Dunbartonshire Community Health Partnership,,Scotland,Kirkintilloch West - 05,S01008135,Kirkintilloch West,S02001527,East Dunbartonshire Community Health Partnership,S03000015
G608H,2-4 Waterloo Close, G66 2HL,"2-4 Waterloo Close, Kirkintilloch, G66 2HL",G66,-4.149178,55.94056,"Cumbernauld, Kilsyth and Kirkintilloch East",Cumbernauld and Kirkintilloch,S14000012,S14000072,East Dunbartonshire,S12000045,Kirkintilloch East and North and Twechar,S13002907,,S99999999,,S99999999,Greater Glasgow and Clyde,East Dunbartonshire Community Health Partnership,,Scotland,Kirkintilloch West - 05,S01008135,Kirkintilloch West,S02001527,East Dunbartonshire Community Health Partnership,S03000015
G609H,The Orchards, G20 7SJ,"135 Panmure Street, Glasgow, G20 7SJ",G20,-4.267922,55.884479,Glasgow North,Glasgow North,S14000031,S14000085,Glasgow City,S12000049,Canal,S13002982,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Keppochhill - 06,S01010314,Keppochhill,S02001940,Glasgow City Community Health & Care Partnership,S03000043
G610H,Pineview, G61 1QN,"Switchback Road, Bearsden, Glasgow, G61 1QN",G61,-4.325709,55.909808,East Dunbartonshire,Mid Dunbartonshire,S14000018,S14000097,East Dunbartonshire,S12000045,Bearsden South,S13002903,,S99999999,,S99999999,Greater Glasgow and Clyde,East Dunbartonshire Community Health Partnership,,Scotland,Westerton East - 02,S01008072,Westerton East,S02001515,East Dunbartonshire Community Health Partnership,S03000015
G611H,Netherton, G13 1AL,"19 Blackwood Street, Glasgow, G13 1AL",G13,-4.330675,55.894981,Glasgow North West,Glasgow West,S14000033,S14000089,Glasgow City,S12000049,Drumchapel/Anniesland,S13002980,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Anniesland West - 03,S01010472,Anniesland West,S02001971,Glasgow City Community Health & Care Partnership,S03000043
G612H,Rowanbank Clinic, G21 3UL,"Balornock Road, Glasgow, G21 3UL",G21,-4.217586,55.890909,Glasgow North East,Glasgow North East,S14000032,S14000086,Glasgow City,S12000049,Springburn/Robroyston,S13002983,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Balornock - 05,S01010198,Balornock,S02001919,Glasgow City Community Health & Care Partnership,S03000043
G613H,Skye House, G21 3UZ,"133 Balornock Road, Glasgow, G21 3UZ",G21,-4.223808,55.892882,Glasgow North East,Glasgow North East,S14000032,S14000086,Glasgow City,S12000049,Springburn/Robroyston,S13002983,,S99999999,,S99999999,Greater Glasgow and Clyde,Glasgow City Community Health Partnership,,Scotland,Springburn - 01,S01010209,Springburn,S02001922,Glasgow City Community Health & Care Partnership,S03000043
G614H,Orchard View, PA16 0XN,"Inverclyde Adult and Older Peoples, Continuing Care Hospital, Larkfield Road, Greenock, PA16 0XN",PA16,-4.809251,55.943981,Inverclyde,Inverclyde and Renfrewshire West,S14000038,S14000093,Inverclyde,S12000018,Inverclyde South,S13003017,,S99999999,,S99999999,Greater Glasgow and Clyde,Inverclyde Community Health and Care Partnership,,Scotland,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 01",S01010856,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl",S02002041,Inverclyde Community Health Partnership,S03000018
G615H,The Mary Aitkenhead Centre, G81 1EG,"St Margaret's Hospice, East Barns Street, Clydebank, G81 1EG",G81,-4.385597,55.894639,West Dunbartonshire,West Dunbartonshire,S14000059,S14000106,West Dunbartonshire,S12000039,Clydebank Waterfront,S13003127,,S99999999,,S99999999,Greater Glasgow and Clyde,West Dunbartonshire Community Health and Care Partnership,,Scotland,IZ01 - 04,S01013125,IZ01,S02002460,West Dunbartonshire Community Health Partnership,S03000023
C101H,Argyll and Bute Hospital, PA31 8LD,"Blarbuie Road, Lochgilphead, PA31 8LD",PA31,-5.418446,56.042012,Argyll and Bute,"Argyll, Bute and South Lochaber",S14000005,S14000067,Argyll and Bute,S12000035,Mid Argyll,S13002518,,S99999999,,S99999999,Highland,Argyll and Bute Community Health Partnership,,Scotland,Greater Lochgilphead - 03,S01007317,Greater Lochgilphead,S02001376,Argyll & Bute Community Health Partnership,S03000025
C106H,Cowal Community Hospital, PA23 7RL,"360 Argyll Street, Dunoon, PA23 7RL",PA23,-4.927708,55.956941,Argyll and Bute,"Argyll, Bute and South Lochaber",S14000005,S14000067,Argyll and Bute,S12000035,Dunoon,S13002522,,S99999999,,S99999999,Highland,Argyll and Bute Community Health Partnership,,Scotland,Hunter's Quay - 07,S01007365,Hunter's Quay,S02001385,Argyll & Bute Community Health Partnership,S03000025
C108H,Islay Hospital, PA43 7JD,"Gortonvogie Road, Bowmore, Isle of Islay, PA43 7JD",PA43,-6.279235,55.755788,Argyll and Bute,"Argyll, Bute and South Lochaber",S14000005,S14000067,Argyll and Bute,S12000035,Kintyre and the Islands,S13002517,,S99999999,,S99999999,Highland,Argyll and Bute Community Health Partnership,,Scotland,Whisky Isles - 04,S01007327,Whisky Isles,S02001378,Argyll & Bute Community Health Partnership,S03000025
C113H,Victoria Hospital, PA20 9JJ,"High Street, Rothesay, PA20 9JJ",PA20,-5.055574,55.830398,Argyll and Bute,"Argyll, Bute and South Lochaber",S14000005,S14000067,Argyll and Bute,S12000035,Isle of Bute,S13002523,,S99999999,,S99999999,Highland,Argyll and Bute Community Health Partnership,,Scotland,Rothesay Town - 05,S01007348,Rothesay Town,S02001382,Argyll & Bute Community Health Partnership,S03000025
C114H,Victoria Hospital Annexe, PA20 9JH,"Townhead, Rothesay, PA20 9JH",PA20,-5.057226,55.826908,Argyll and Bute,"Argyll, Bute and South Lochaber",S14000005,S14000067,Argyll and Bute,S12000035,Isle of Bute,S13002523,,S99999999,,S99999999,Highland,Argyll and Bute Community Health Partnership,,Scotland,Rothesay Town - 05,S01007348,Rothesay Town,S02001382,Argyll & Bute Community Health Partnership,S03000025
C121H,Lorn & Islands Hospital, PA34 4HH,"Glengallan Road, Oban, PA34 4HH",PA34,-5.474939,56.400418,Argyll and Bute,"Argyll, Bute and South Lochaber",S14000005,S14000067,Argyll and Bute,S12000035,Oban South and the Isles,S13002519,,S99999999,,S99999999,Highland,Argyll and Bute Community Health Partnership,,Scotland,Oban South - 03,S01007291,Oban South,S02001371,Argyll & Bute Community Health Partnership,S03000025
C122H,Campbeltown Hospital, PA28 6LE,"Ralston Road, Campbeltown, PA28 6LE",PA28,-5.606829,55.42141,Argyll and Bute,"Argyll, Bute and South Lochaber",S14000005,S14000067,Argyll and Bute,S12000035,South Kintyre,S13002516,,S99999999,,S99999999,Highland,Argyll and Bute Community Health Partnership,,Scotland,Campbeltown - 05,S01007337,Campbeltown,S02001380,Argyll & Bute Community Health Partnership,S03000025
H101H,Dunbar Hospital, KW14 7XE,"Thurso, Caithness, KW14 7XE",KW14,-3.538951,58.583446,"Caithness, Sutherland and Easter Ross","Caithness, Sutherland and Easter Ross",S14000009,S14000069,Highland,S12000017,Thurso and Northwest Caithness,S13002991,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Caithness North West - 06,S01010797,Caithness North West,S02002030,Highland Health and Social Care Partnership,S03000044
H103H,Caithness General Hospital, KW1 5NS,"Cliff Road, Wick, KW1 5NS",KW1,-3.095738,58.441343,"Caithness, Sutherland and Easter Ross","Caithness, Sutherland and Easter Ross",S14000009,S14000069,Highland,S12000017,Wick and East Caithness,S13002992,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Wick South - 06,S01010781,Wick South,S02002027,Highland Health and Social Care Partnership,S03000044
H104H,Wick Town and County Hospital, KW1 5NQ,"Hospital Road, Wick, Caithness, KW1 5NQ",KW1,-3.09697,58.433024,"Caithness, Sutherland and Easter Ross","Caithness, Sutherland and Easter Ross",S14000009,S14000069,Highland,S12000017,Wick and East Caithness,S13002992,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Wick South - 05,S01010780,Wick South,S02002027,Highland Health and Social Care Partnership,S03000044
H106H,Lawson Memorial Hospital, KW10 6SS,"Station Road, Golspie, KW10 6SS",KW10,-3.987671,57.972983,"Caithness, Sutherland and Easter Ross","Caithness, Sutherland and Easter Ross",S14000009,S14000069,Highland,S12000017,East Sutherland and Edderton,S13002993,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Sutherland East - 01,S01010766,Sutherland East,S02002025,Highland Health and Social Care Partnership,S03000044
H201H,RNI Community Hospital, IV3 5SF,"Ness Walk, Inverness, IV3 5SF",IV3,-4.231573,57.470648,"Inverness, Nairn, Badenoch and Strathspey","Inverness, Skye and West Ross-shire",S14000039,S14000094,Highland,S12000017,Inverness West,S13003002,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Inverness Ballifeary and Dalneigh - 02,S01010631,Inverness Ballifeary and Dalneigh,S02002000,Highland Health and Social Care Partnership,S03000044
H202H,Raigmore Hospital,IV2 3UJ,"Inverness, IV2 3UJ",IV2,-4.192472,57.473823,"Inverness, Nairn, Badenoch and Strathspey","Inverness, Skye and West Ross-shire",S14000039,S14000094,Highland,S12000017,Inverness Millburn,S13003005,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,"Inverness Central, Raigmore and Longman - 06",S01010624,"Inverness Central, Raigmore and Longman",S02001998,Highland Health and Social Care Partnership,S03000044
H208H,Nairn Town and County Hospital, IV12 5EE,"Cawdor Road, Nairn, IV12 5EE",IV12,-3.87256,57.578125,"Inverness, Nairn, Badenoch and Strathspey","Moray West, Nairn and Strathspey",S14000039,S14000098,Highland,S12000017,Nairn and Cawdor,S13003007,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Nairn East - 03,S01010556,Nairn East,S02001986,Highland Health and Social Care Partnership,S03000044
H210H,Ian Charles Community Hospital, PH26 3HR,"Castle Road East, Grantown-on-Spey, PH26 3HR",PH26,-3.605068,57.335109,"Inverness, Nairn, Badenoch and Strathspey","Moray West, Nairn and Strathspey",S14000039,S14000098,Highland,S12000017,Badenoch and Strathspey,S13003009,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Badenoch and Strathspey North - 05,S01010546,Badenoch and Strathspey North,S02001984,Highland Health and Social Care Partnership,S03000044
H211H,St Vincent's Hospital, PH21 1EX,"Gynack Road, Kingussie, PH21 1EX",PH21,-4.056034,57.083454,"Inverness, Nairn, Badenoch and Strathspey","Moray West, Nairn and Strathspey",S14000039,S14000098,Highland,S12000017,Badenoch and Strathspey,S13003009,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Badenoch and Strathspey South - 03,S01010533,Badenoch and Strathspey South,S02001982,Highland Health and Social Care Partnership,S03000044
H212H,Belford Hospital, PH33 6BS,"Belford Road, Fort William, PH33 6BS",PH33,-5.104715,56.819427,"Ross, Skye and Lochaber","Inverness, Skye and West Ross-shire",S14000055,S14000094,Highland,S12000017,Fort William and Ardnamurchan,S13003010,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Fort William South - 07,S01010522,Fort William South,S02001980,Highland Health and Social Care Partnership,S03000044
H213H,Glencoe Hospital, PH49 4HT,"Glencoe, Ballachulish, Argyll, PH49 4HT",PH49,-5.097968,56.68487,"Ross, Skye and Lochaber","Argyll, Bute and South Lochaber",S14000055,S14000067,Highland,S12000017,Fort William and Ardnamurchan,S13003010,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Lochaber East and North - 02,S01010525,Lochaber East and North,S02001981,Highland Health and Social Care Partnership,S03000044
H214H,Mackinnon Memorial Hospital, IV49 9AA,"Broadford, Isle of Skye, IV49 9AA",IV49,-5.909475,57.246596,"Ross, Skye and Lochaber","Inverness, Skye and West Ross-shire",S14000055,S14000094,Highland,S12000017,Eilean á Chèo,S13002999,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Skye South - 01,S01010673,Skye South,S02002008,Highland Health and Social Care Partnership,S03000044
H215H,Portree Hospital, IV51 9BZ,"Portree, Isle of Skye, IV51 9BZ",IV51,-6.19233,57.411301,"Ross, Skye and Lochaber","Inverness, Skye and West Ross-shire",S14000055,S14000094,Highland,S12000017,Eilean á Chèo,S13002999,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Skye North East - 03,S01010679,Skye North East,S02002009,Highland Health and Social Care Partnership,S03000044
H217H,Ross Memorial Hospital, IV15 9QT,"Ferry Road, Dingwall, IV15 9QT",IV15,-4.417342,57.594435,"Ross, Skye and Lochaber","Caithness, Sutherland and Easter Ross",S14000055,S14000069,Highland,S12000017,Dingwall and Seaforth,S13002997,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Dingwall - 05,S01010716,Dingwall,S02002017,Highland Health and Social Care Partnership,S03000044
H219H,County Community Hospital Invergordon,IV18 0JR,"Invergordon, IV18 0JR",IV18,-4.15187,57.696328,"Caithness, Sutherland and Easter Ross","Caithness, Sutherland and Easter Ross",S14000009,S14000069,Highland,S12000017,Cromarty Firth,S13002995,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Invergordon - 05,S01010744,Invergordon,S02002021,Highland Health and Social Care Partnership,S03000044
H221H,Osprey House, IV2 3DZ,"Raigmore Avenue, Inverness, IV2 3DZ",IV2,-4.1967,57.474253,"Inverness, Nairn, Badenoch and Strathspey","Inverness, Skye and West Ross-shire",S14000039,S14000094,Highland,S12000017,Inverness Millburn,S13003005,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,"Inverness Central, Raigmore and Longman - 06",S01010624,"Inverness Central, Raigmore and Longman",S02001998,Highland Health and Social Care Partnership,S03000044
H223H,New Craigs Hospital, IV3 8PJ,"Leachkin Road, Inverness, IV3 8PJ",IV3,-4.26963,57.468775,"Inverness, Nairn, Badenoch and Strathspey","Inverness, Skye and West Ross-shire",S14000039,S14000094,Highland,S12000017,Inverness West,S13003002,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Inverness Kinmylies and South West - 01,S01010650,Inverness Kinmylies and South West,S02002004,Highland Health and Social Care Partnership,S03000044
H224H,Mid-Argyll Community Hospital and Integrated Care Centre, PA31 8JZ,"Lochgilphead, Argyll, PA31 8JZ",PA31,-5.422946,56.040348,Argyll and Bute,"Argyll, Bute and South Lochaber",S14000005,S14000067,Argyll and Bute,S12000035,Mid Argyll,S13002518,,S99999999,,S99999999,Highland,Argyll and Bute Community Health Partnership,,Scotland,Greater Lochgilphead - 03,S01007317,Greater Lochgilphead,S02001376,Argyll & Bute Community Health Partnership,S03000025
H225H,Dunaros Community Hospital, PA72 6JF,"Salen, Isle of Mull, Argyll, PA72 6JF",PA72,-5.947903,56.515492,Argyll and Bute,"Argyll, Bute and South Lochaber",S14000005,S14000067,Argyll and Bute,S12000035,Oban South and the Isles,S13002519,,S99999999,,S99999999,Highland,Argyll and Bute Community Health Partnership,,Scotland,"Mull, Iona, Coll and Tiree - 02",S01007285,"Mull, Iona, Coll and Tiree",S02001370,Argyll & Bute Community Health Partnership,S03000025
H226H,Migdale Hospital, IV24 3ER,"Cherry Grove, Bonar Bridge, Sutherland, IV24 3ER",IV24,-4.343053,57.890611,"Caithness, Sutherland and Easter Ross","Caithness, Sutherland and Easter Ross",S14000009,S14000069,Highland,S12000017,"North, West and Central Sutherland",S13002990,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Sutherland South - 07,S01010763,Sutherland South,S02002024,Highland Health and Social Care Partnership,S03000044
H227H,Mull and Iona Community Hospital, PA65 6BH,"Java Road, Craignure, Isle Of Mull, PA65 6BH",PA65,-5.715869,56.479437,Argyll and Bute,"Argyll, Bute and South Lochaber",S14000005,S14000067,Argyll and Bute,S12000035,Oban South and the Isles,S13002519,,S99999999,,S99999999,Highland,Argyll and Bute Community Health Partnership,,Scotland,"Mull, Iona, Coll and Tiree - 05",S01007288,"Mull, Iona, Coll and Tiree",S02001370,Argyll & Bute Community Health Partnership,S03000025
H228H,Badenoch and Strathspey Community Hospital, PH22 1AJ,"Cairnview Road, Aviemore, PH22 1AJ",PH22,-3.822834,57.198053,"Inverness, Nairn, Badenoch and Strathspey","Moray West, Nairn and Strathspey",S14000039,S14000098,Highland,S12000017,Badenoch and Strathspey,S13003009,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Badenoch and Strathspey Central - 04,S01010539,Badenoch and Strathspey Central,S02001983,Highland Health and Social Care Partnership,S03000044
H229H,Broadford Hospital, IV49 9AA,"High Road, Broadford, Isle of Skye, IV49 9AA",IV49,-5.909475,57.246596,"Ross, Skye and Lochaber","Inverness, Skye and West Ross-shire",S14000055,S14000094,Highland,S12000017,Eilean á Chèo,S13002999,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Skye South - 01,S01010673,Skye South,S02002008,Highland Health and Social Care Partnership,S03000044
H230H,National Treatment Centre - Highland, IV2 5NA,"Inverness Campus, Inverness, IV2 5NA",IV2,-4.181591,57.477365,"Inverness, Nairn, Badenoch and Strathspey","Inverness, Skye and West Ross-shire",S14000039,S14000094,Highland,S12000017,Inverness South,S13003008,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Inverness Westhill - 01,S01010582,Inverness Westhill,S02001991,Highland Health and Social Care Partnership,S03000044
